transaction_id,vendor_id,gross_revenue,platform_fee_percentage,variable_tax_percentage,platform_fee_amount,tax_amount,net_payout
TXN-12002,VND-06,4319.05,7.5,10.0,323.93,431.9,3563.22
TXN-12003,VND-09,4809.42,2.5,20.0,120.24,961.88,3727.3
TXN-12004,VND-06,1271.4,2.5,15.0,31.78,190.71,1048.91
TXN-12005,VND-09,2277.97,5.0,15.0,113.9,341.7,1822.37
TXN-12006,VND-39,159.57,7.5,10.0,11.97,15.96,131.64
TXN-12007,VND-31,3221.52,5.0,20.0,161.08,644.3,2416.14
TXN-12008,VND-32,2098.93,7.5,10.0,157.42,209.89,1731.62
TXN-12009,VND-41,1386.79,2.5,10.0,34.67,138.68,1213.44
TXN-12010,VND-50,1073.84,5.0,15.0,53.69,161.08,859.07
TXN-12011,VND-12,3287.41,7.5,10.0,246.56,328.74,2712.11
TXN-12012,VND-08,2110.27,7.5,10.0,158.27,211.03,1740.97
TXN-12013,VND-08,939.31,2.5,15.0,23.48,140.9,774.93
TXN-12014,VND-50,3461.09,2.5,20.0,86.53,692.22,2682.34
TXN-12015,VND-28,2847.11,5.0,15.0,142.36,427.07,2277.68
TXN-12016,VND-20,4300.43,5.0,20.0,215.02,860.09,3225.32
TXN-12017,VND-47,631.51,7.5,10.0,47.36,63.15,521.0
TXN-12018,VND-07,3939.05,5.0,10.0,196.95,393.9,3348.2
TXN-12019,VND-11,3383.91,2.5,15.0,84.6,507.59,2791.72
TXN-12020,VND-20,619.3,5.0,15.0,30.96,92.9,495.44
TXN-12021,VND-16,3489.36,5.0,15.0,174.47,523.4,2791.49
TXN-12022,VND-04,2235.66,7.5,10.0,167.67,223.57,1844.42
TXN-12023,VND-06,4727.67,2.5,10.0,118.19,472.77,4136.71
TXN-12024,VND-22,750.98,7.5,20.0,56.32,150.2,544.46
TXN-12025,VND-26,3232.03,2.5,15.0,80.8,484.8,2666.43
TXN-12026,VND-03,1940.8,2.5,10.0,48.52,194.08,1698.2
TXN-12027,VND-41,4786.23,7.5,20.0,358.97,957.25,3470.01
TXN-12028,VND-42,1683.38,5.0,15.0,84.17,252.51,1346.7
TXN-12029,VND-14,4812.82,7.5,15.0,360.96,721.92,3729.94
TXN-12030,VND-11,4512.35,5.0,20.0,225.62,902.47,3384.26
TXN-12031,VND-18,1388.4,7.5,20.0,104.13,277.68,1006.59
TXN-12032,VND-12,4027.53,7.5,20.0,302.06,805.51,2919.96
TXN-12033,VND-23,4978.24,5.0,10.0,248.91,497.82,4231.51
TXN-12034,VND-12,1300.68,5.0,15.0,65.03,195.1,1040.55
TXN-12035,VND-13,2212.05,5.0,15.0,110.6,331.81,1769.64
TXN-12036,VND-25,2624.89,7.5,20.0,196.87,524.98,1903.04
TXN-12037,VND-45,1509.91,5.0,10.0,75.5,150.99,1283.42
TXN-12038,VND-19,125.56,5.0,20.0,6.28,25.11,94.17
TXN-12039,VND-46,1139.64,5.0,10.0,56.98,113.96,968.7
TXN-12040,VND-36,1445.59,2.5,15.0,36.14,216.84,1192.61
TXN-12041,VND-45,2245.82,5.0,15.0,112.29,336.87,1796.66
TXN-12042,VND-08,896.96,5.0,10.0,44.85,89.7,762.41
TXN-12043,VND-29,4372.61,5.0,15.0,218.63,655.89,3498.09
TXN-12044,VND-32,3539.31,2.5,15.0,88.48,530.9,2919.93
TXN-12045,VND-44,471.74,2.5,20.0,11.79,94.35,365.6
TXN-12046,VND-18,3267.96,5.0,10.0,163.4,326.8,2777.76
TXN-12047,VND-06,3285.6,5.0,15.0,164.28,492.84,2628.48
TXN-12048,VND-18,4783.29,5.0,15.0,239.16,717.49,3826.64
TXN-12049,VND-19,64.95,5.0,10.0,3.25,6.5,55.2
TXN-12050,VND-22,1277.27,2.5,15.0,31.93,191.59,1053.75
TXN-12051,VND-37,4642.57,5.0,10.0,232.13,464.26,3946.18
TXN-12052,VND-32,4664.06,2.5,10.0,116.6,466.41,4081.05
TXN-12053,VND-41,3616.9,7.5,20.0,271.27,723.38,2622.25
TXN-12054,VND-03,3840.53,2.5,10.0,96.01,384.05,3360.47
TXN-12055,VND-28,502.84,7.5,20.0,37.71,100.57,364.56
TXN-12056,VND-10,2593.69,2.5,15.0,64.84,389.05,2139.8
TXN-12057,VND-35,1196.34,2.5,10.0,29.91,119.63,1046.8
TXN-12058,VND-29,947.03,2.5,20.0,23.68,189.41,733.94
TXN-12059,VND-15,4061.0,5.0,10.0,203.05,406.1,3451.85
TXN-12060,VND-33,718.44,2.5,15.0,17.96,107.77,592.71
TXN-12061,VND-07,2369.83,5.0,20.0,118.49,473.97,1777.37
TXN-12062,VND-12,4695.96,2.5,20.0,117.4,939.19,3639.37
TXN-12063,VND-49,969.87,2.5,20.0,24.25,193.97,751.65
TXN-12064,VND-30,4891.07,7.5,15.0,366.83,733.66,3790.58
TXN-12065,VND-21,4971.73,2.5,20.0,124.29,994.35,3853.09
TXN-12066,VND-31,2800.3,5.0,15.0,140.01,420.04,2240.25
TXN-12067,VND-24,892.21,7.5,15.0,66.92,133.83,691.46
TXN-12068,VND-20,1614.72,7.5,10.0,121.1,161.47,1332.15
TXN-12069,VND-37,2151.24,2.5,15.0,53.78,322.69,1774.77
TXN-12070,VND-04,1581.15,2.5,20.0,39.53,316.23,1225.39
TXN-12071,VND-28,1439.15,7.5,20.0,107.94,287.83,1043.38
TXN-12072,VND-44,4862.54,5.0,15.0,243.13,729.38,3890.03
TXN-12073,VND-20,809.16,2.5,15.0,20.23,121.37,667.56
TXN-12074,VND-24,3679.97,7.5,10.0,276.0,368.0,3035.97
TXN-12075,VND-50,52.03,5.0,10.0,2.6,5.2,44.23
TXN-12076,VND-49,3001.1,2.5,20.0,75.03,600.22,2325.85
TXN-12077,VND-32,4583.92,7.5,15.0,343.79,687.59,3552.54
TXN-12078,VND-41,1475.27,7.5,20.0,110.65,295.05,1069.57
TXN-12079,VND-36,968.35,2.5,15.0,24.21,145.25,798.89
TXN-12080,VND-34,3275.81,5.0,20.0,163.79,655.16,2456.86
TXN-12081,VND-36,3577.38,5.0,20.0,178.87,715.48,2683.03
TXN-12082,VND-02,3455.75,7.5,20.0,259.18,691.15,2505.42
TXN-12083,VND-15,1630.62,5.0,15.0,81.53,244.59,1304.5
TXN-12084,VND-34,1298.4,7.5,10.0,97.38,129.84,1071.18
TXN-12085,VND-36,4781.8,2.5,10.0,119.54,478.18,4184.08
TXN-12086,VND-06,4620.33,5.0,15.0,231.02,693.05,3696.26
TXN-12087,VND-39,2313.72,2.5,10.0,57.84,231.37,2024.51
TXN-12088,VND-42,4238.66,7.5,20.0,317.9,847.73,3073.03
TXN-12089,VND-12,2289.0,2.5,15.0,57.22,343.35,1888.43
TXN-12090,VND-03,2150.73,5.0,15.0,107.54,322.61,1720.58
TXN-12091,VND-45,825.98,2.5,10.0,20.65,82.6,722.73
TXN-12092,VND-18,2160.71,5.0,10.0,108.04,216.07,1836.6
TXN-12093,VND-40,2710.21,5.0,20.0,135.51,542.04,2032.66
TXN-12094,VND-21,161.4,5.0,15.0,8.07,24.21,129.12
TXN-12095,VND-15,2248.36,5.0,10.0,112.42,224.84,1911.1
TXN-12096,VND-33,3917.71,5.0,15.0,195.89,587.66,3134.16
TXN-12097,VND-35,3416.23,7.5,20.0,256.22,683.25,2476.76
TXN-12098,VND-26,3194.03,2.5,20.0,79.85,638.81,2475.37
TXN-12099,VND-08,4552.3,7.5,20.0,341.42,910.46,3300.42
TXN-12100,VND-36,139.26,2.5,15.0,3.48,20.89,114.89
TXN-12101,VND-48,2807.39,2.5,15.0,70.18,421.11,2316.1
TXN-12102,VND-30,3947.38,2.5,15.0,98.68,592.11,3256.59
TXN-12103,VND-23,2729.61,7.5,15.0,204.72,409.44,2115.45
TXN-12104,VND-42,1653.28,5.0,15.0,82.66,247.99,1322.63
TXN-12105,VND-44,724.44,5.0,20.0,36.22,144.89,543.33
TXN-12106,VND-14,4443.44,7.5,20.0,333.26,888.69,3221.49
TXN-12107,VND-14,2380.27,5.0,20.0,119.01,476.05,1785.21
TXN-12108,VND-02,4396.67,2.5,10.0,109.92,439.67,3847.08
TXN-12109,VND-37,2949.97,5.0,20.0,147.5,589.99,2212.48
TXN-12110,VND-05,3387.25,5.0,15.0,169.36,508.09,2709.8
TXN-12111,VND-38,4031.09,5.0,20.0,201.55,806.22,3023.32
TXN-12112,VND-45,3312.82,2.5,10.0,82.82,331.28,2898.72
TXN-12113,VND-41,2020.37,5.0,10.0,101.02,202.04,1717.31
TXN-12114,VND-47,2592.49,5.0,10.0,129.62,259.25,2203.62
TXN-12115,VND-14,4025.08,5.0,10.0,201.25,402.51,3421.32
TXN-12116,VND-39,1899.57,7.5,10.0,142.47,189.96,1567.14
TXN-12117,VND-25,1971.2,7.5,15.0,147.84,295.68,1527.68
TXN-12118,VND-20,523.67,5.0,20.0,26.18,104.73,392.76
TXN-12119,VND-02,4577.19,7.5,15.0,343.29,686.58,3547.32
TXN-12120,VND-39,500.63,7.5,15.0,37.55,75.09,387.99
TXN-12121,VND-06,3258.64,2.5,10.0,81.47,325.86,2851.31
TXN-12122,VND-17,2095.31,7.5,20.0,157.15,419.06,1519.1
TXN-12123,VND-25,2057.82,7.5,20.0,154.34,411.56,1491.92
TXN-12124,VND-28,3413.78,5.0,20.0,170.69,682.76,2560.33
TXN-12125,VND-02,382.11,2.5,10.0,9.55,38.21,334.35
TXN-12126,VND-35,2988.84,2.5,15.0,74.72,448.33,2465.79
TXN-12127,VND-37,3871.56,2.5,20.0,96.79,774.31,3000.46
TXN-12128,VND-05,4149.65,7.5,15.0,311.22,622.45,3215.98
TXN-12129,VND-01,894.13,5.0,20.0,44.71,178.83,670.59
TXN-12130,VND-40,4492.22,2.5,20.0,112.31,898.44,3481.47
TXN-12131,VND-12,3297.92,2.5,20.0,82.45,659.58,2555.89
TXN-12132,VND-36,4415.18,7.5,20.0,331.14,883.04,3201.0
TXN-12133,VND-45,2452.14,2.5,10.0,61.3,245.21,2145.63
TXN-12134,VND-23,2733.07,5.0,10.0,136.65,273.31,2323.11
TXN-12135,VND-47,4599.24,2.5,15.0,114.98,689.89,3794.37
TXN-12136,VND-31,4504.55,5.0,10.0,225.23,450.46,3828.86
TXN-12137,VND-11,2268.4,5.0,20.0,113.42,453.68,1701.3
TXN-12138,VND-10,1408.34,5.0,15.0,70.42,211.25,1126.67
TXN-12139,VND-03,1996.19,7.5,15.0,149.71,299.43,1547.05
TXN-12140,VND-14,1969.43,7.5,15.0,147.71,295.41,1526.31
TXN-12141,VND-16,1469.99,5.0,20.0,73.5,294.0,1102.49
TXN-12142,VND-10,1379.47,5.0,20.0,68.97,275.89,1034.61
TXN-12143,VND-29,4312.26,2.5,15.0,107.81,646.84,3557.61
TXN-12144,VND-10,395.82,2.5,10.0,9.9,39.58,346.34
TXN-12145,VND-12,3404.18,2.5,20.0,85.1,680.84,2638.24
TXN-12146,VND-30,905.46,7.5,20.0,67.91,181.09,656.46
TXN-12147,VND-41,1755.3,2.5,10.0,43.88,175.53,1535.89
TXN-12148,VND-01,354.64,5.0,15.0,17.73,53.2,283.71
TXN-12149,VND-05,1386.37,5.0,10.0,69.32,138.64,1178.41
TXN-12150,VND-20,3853.68,7.5,20.0,289.03,770.74,2793.91
TXN-12151,VND-08,4430.83,7.5,15.0,332.31,664.62,3433.9
TXN-12152,VND-43,1146.56,2.5,15.0,28.66,171.98,945.92
TXN-12153,VND-12,2344.56,7.5,10.0,175.84,234.46,1934.26
TXN-12154,VND-01,2378.1,5.0,20.0,118.9,475.62,1783.58
TXN-12155,VND-20,4374.2,5.0,20.0,218.71,874.84,3280.65
TXN-12156,VND-28,3825.86,7.5,15.0,286.94,573.88,2965.04
TXN-12157,VND-43,2589.73,5.0,20.0,129.49,517.95,1942.29
TXN-12158,VND-37,3370.2,7.5,15.0,252.76,505.53,2611.91
TXN-12159,VND-47,4244.41,5.0,15.0,212.22,636.66,3395.53
TXN-12160,VND-37,97.22,2.5,15.0,2.43,14.58,80.21
TXN-12161,VND-12,2044.31,7.5,20.0,153.32,408.86,1482.13
TXN-12162,VND-37,4540.85,7.5,10.0,340.56,454.08,3746.21
TXN-12163,VND-49,3714.55,7.5,15.0,278.59,557.18,2878.78
TXN-12164,VND-49,2737.06,5.0,10.0,136.85,273.71,2326.5
TXN-12165,VND-44,2671.74,2.5,10.0,66.79,267.17,2337.78
TXN-12166,VND-28,1771.46,7.5,10.0,132.86,177.15,1461.45
TXN-12167,VND-47,2626.58,5.0,10.0,131.33,262.66,2232.59
TXN-12168,VND-15,3294.15,7.5,10.0,247.06,329.42,2717.67
TXN-12169,VND-06,2120.9,5.0,15.0,106.04,318.14,1696.72
TXN-12170,VND-44,3585.06,2.5,20.0,89.63,717.01,2778.42
TXN-12171,VND-20,4313.1,5.0,10.0,215.66,431.31,3666.13
TXN-12172,VND-50,815.69,5.0,20.0,40.78,163.14,611.77
TXN-12173,VND-14,2285.16,7.5,20.0,171.39,457.03,1656.74
TXN-12174,VND-02,2069.7,5.0,15.0,103.48,310.46,1655.76
TXN-12175,VND-09,3452.95,7.5,10.0,258.97,345.3,2848.68
TXN-12176,VND-37,1286.84,5.0,20.0,64.34,257.37,965.13
TXN-12177,VND-20,3219.24,2.5,20.0,80.48,643.85,2494.91
TXN-12178,VND-26,4393.57,5.0,10.0,219.68,439.36,3734.53
TXN-12179,VND-29,2119.75,7.5,15.0,158.98,317.96,1642.81
TXN-12180,VND-01,4559.53,5.0,15.0,227.98,683.93,3647.62
TXN-12181,VND-35,4966.16,5.0,10.0,248.31,496.62,4221.23
TXN-12182,VND-06,575.16,2.5,20.0,14.38,115.03,445.75
TXN-12183,VND-37,1203.61,7.5,15.0,90.27,180.54,932.8
TXN-12184,VND-05,4754.38,2.5,15.0,118.86,713.16,3922.36
TXN-12185,VND-33,4793.72,5.0,20.0,239.69,958.74,3595.29
TXN-12186,VND-49,533.65,2.5,20.0,13.34,106.73,413.58
TXN-12187,VND-14,124.24,5.0,20.0,6.21,24.85,93.18
TXN-12188,VND-12,847.45,5.0,20.0,42.37,169.49,635.59
TXN-12189,VND-42,4980.26,2.5,10.0,124.51,498.03,4357.72
TXN-12190,VND-20,941.0,2.5,20.0,23.52,188.2,729.28
TXN-12191,VND-50,2537.61,5.0,15.0,126.88,380.64,2030.09
TXN-12192,VND-24,4249.67,2.5,20.0,106.24,849.93,3293.5
TXN-12193,VND-43,150.99,2.5,20.0,3.77,30.2,117.02
TXN-12194,VND-34,3042.22,5.0,10.0,152.11,304.22,2585.89
TXN-12195,VND-25,1421.28,7.5,10.0,106.6,142.13,1172.55
TXN-12196,VND-50,4318.56,2.5,20.0,107.96,863.71,3346.89
TXN-12197,VND-29,1453.13,2.5,10.0,36.33,145.31,1271.49
TXN-12198,VND-39,3449.44,7.5,10.0,258.71,344.94,2845.79
TXN-12199,VND-31,3387.39,2.5,10.0,84.68,338.74,2963.97
TXN-12200,VND-47,1146.39,5.0,10.0,57.32,114.64,974.43
TXN-12201,VND-43,222.26,2.5,20.0,5.56,44.45,172.25
TXN-12202,VND-50,2075.79,5.0,10.0,103.79,207.58,1764.42
TXN-12203,VND-23,1481.51,7.5,10.0,111.11,148.15,1222.25
TXN-12204,VND-44,4054.44,7.5,15.0,304.08,608.17,3142.19
TXN-12205,VND-38,4011.8,7.5,20.0,300.88,802.36,2908.56
TXN-12206,VND-20,2312.27,2.5,10.0,57.81,231.23,2023.23
TXN-12207,VND-23,3052.24,7.5,15.0,228.92,457.84,2365.48
TXN-12208,VND-45,3041.08,2.5,10.0,76.03,304.11,2660.94
TXN-12209,VND-16,4144.43,2.5,20.0,103.61,828.89,3211.93
TXN-12210,VND-50,2153.76,2.5,15.0,53.84,323.06,1776.86
TXN-12211,VND-42,1413.46,7.5,15.0,106.01,212.02,1095.43
TXN-12212,VND-08,1361.92,7.5,20.0,102.14,272.38,987.4
TXN-12213,VND-50,2704.15,2.5,15.0,67.6,405.62,2230.93
TXN-12214,VND-21,2273.28,7.5,15.0,170.5,340.99,1761.79
TXN-12215,VND-01,2228.6,2.5,10.0,55.72,222.86,1950.02
TXN-12216,VND-08,501.13,7.5,15.0,37.58,75.17,388.38
TXN-12217,VND-29,3607.09,5.0,20.0,180.35,721.42,2705.32
TXN-12218,VND-32,1108.0,7.5,10.0,83.1,110.8,914.1
TXN-12219,VND-38,1024.92,7.5,15.0,76.87,153.74,794.31
TXN-12220,VND-05,2093.15,7.5,10.0,156.99,209.32,1726.84
TXN-12221,VND-47,1177.5,2.5,20.0,29.44,235.5,912.56
TXN-12222,VND-22,2940.1,2.5,15.0,73.5,441.02,2425.58
TXN-12223,VND-47,1888.74,5.0,20.0,94.44,377.75,1416.55
TXN-12224,VND-34,2272.11,5.0,20.0,113.61,454.42,1704.08
TXN-12225,VND-01,2708.99,5.0,15.0,135.45,406.35,2167.19
TXN-12226,VND-26,1057.5,2.5,15.0,26.44,158.62,872.44
TXN-12227,VND-43,820.97,5.0,10.0,41.05,82.1,697.82
TXN-12228,VND-10,4408.09,5.0,20.0,220.4,881.62,3306.07
TXN-12229,VND-30,2196.93,7.5,15.0,164.77,329.54,1702.62
TXN-12230,VND-50,2089.86,5.0,20.0,104.49,417.97,1567.4
TXN-12231,VND-18,226.28,7.5,15.0,16.97,33.94,175.37
TXN-12232,VND-17,2514.98,2.5,20.0,62.87,503.0,1949.11
TXN-12233,VND-26,2793.14,2.5,10.0,69.83,279.31,2444.0
TXN-12234,VND-08,2816.26,7.5,20.0,211.22,563.25,2041.79
TXN-12235,VND-47,3549.8,5.0,15.0,177.49,532.47,2839.84
TXN-12236,VND-40,928.54,2.5,10.0,23.21,92.85,812.48
TXN-12237,VND-49,1298.5,7.5,10.0,97.39,129.85,1071.26
TXN-12238,VND-12,4063.12,2.5,15.0,101.58,609.47,3352.07
TXN-12239,VND-27,4738.49,2.5,10.0,118.46,473.85,4146.18
TXN-12240,VND-08,722.87,5.0,20.0,36.14,144.57,542.16
TXN-12241,VND-25,2513.37,2.5,20.0,62.83,502.67,1947.87
TXN-12242,VND-46,1110.17,7.5,15.0,83.26,166.53,860.38
TXN-12243,VND-04,347.36,5.0,20.0,17.37,69.47,260.52
TXN-12244,VND-33,1661.24,7.5,15.0,124.59,249.19,1287.46
TXN-12245,VND-01,761.25,7.5,10.0,57.09,76.12,628.04
TXN-12246,VND-19,3564.17,7.5,20.0,267.31,712.83,2584.03
TXN-12247,VND-31,2691.94,5.0,15.0,134.6,403.79,2153.55
TXN-12248,VND-16,761.98,2.5,20.0,19.05,152.4,590.53
TXN-12249,VND-14,95.75,7.5,10.0,7.18,9.57,79.0
TXN-12250,VND-48,4050.38,2.5,10.0,101.26,405.04,3544.08
TXN-12251,VND-05,922.16,2.5,20.0,23.05,184.43,714.68
TXN-12252,VND-41,3050.77,7.5,10.0,228.81,305.08,2516.88
TXN-12253,VND-26,1717.76,2.5,15.0,42.94,257.66,1417.16
TXN-12254,VND-28,2948.16,5.0,20.0,147.41,589.63,2211.12
TXN-12255,VND-02,1612.49,5.0,20.0,80.62,322.5,1209.37
TXN-12256,VND-50,480.35,2.5,10.0,12.01,48.04,420.3
TXN-12257,VND-06,1153.6,2.5,15.0,28.84,173.04,951.72
TXN-12258,VND-09,980.89,5.0,20.0,49.04,196.18,735.67
TXN-12259,VND-33,2168.7,2.5,20.0,54.22,433.74,1680.74
TXN-12260,VND-41,3308.5,2.5,10.0,82.71,330.85,2894.94
TXN-12261,VND-25,1355.84,2.5,10.0,33.9,135.58,1186.36
TXN-12262,VND-48,109.75,2.5,15.0,2.74,16.46,90.55
TXN-12263,VND-13,2618.74,7.5,15.0,196.41,392.81,2029.52
TXN-12264,VND-09,3048.51,2.5,10.0,76.21,304.85,2667.45
TXN-12265,VND-13,4816.21,5.0,15.0,240.81,722.43,3852.97
TXN-12266,VND-31,2967.88,7.5,10.0,222.59,296.79,2448.5
TXN-12267,VND-41,2382.3,7.5,20.0,178.67,476.46,1727.17
TXN-12268,VND-11,2888.34,5.0,10.0,144.42,288.83,2455.09
TXN-12269,VND-04,4643.11,2.5,10.0,116.08,464.31,4062.72
TXN-12270,VND-34,4150.47,7.5,10.0,311.29,415.05,3424.13
TXN-12271,VND-38,1648.74,7.5,20.0,123.66,329.75,1195.33
TXN-12272,VND-46,1224.41,2.5,15.0,30.61,183.66,1010.14
TXN-12273,VND-04,1350.04,2.5,15.0,33.75,202.51,1113.78
TXN-12274,VND-38,2546.88,5.0,15.0,127.34,382.03,2037.51
TXN-12275,VND-19,3733.04,7.5,10.0,279.98,373.3,3079.76
TXN-12276,VND-06,2540.94,2.5,10.0,63.52,254.09,2223.33
TXN-12277,VND-34,385.59,2.5,15.0,9.64,57.84,318.11
TXN-12278,VND-18,3631.72,5.0,20.0,181.59,726.34,2723.79
TXN-12279,VND-13,4039.55,7.5,20.0,302.97,807.91,2928.67
TXN-12280,VND-41,1483.01,2.5,20.0,37.08,296.6,1149.33
TXN-12281,VND-23,3337.42,5.0,20.0,166.87,667.48,2503.07
TXN-12282,VND-19,2161.63,7.5,10.0,162.12,216.16,1783.35
TXN-12283,VND-45,4451.14,7.5,15.0,333.84,667.67,3449.63
TXN-12284,VND-11,4233.87,7.5,20.0,317.54,846.77,3069.56
TXN-12285,VND-01,2650.89,7.5,10.0,198.82,265.09,2186.98
TXN-12286,VND-24,3472.95,5.0,10.0,173.65,347.3,2952.0
TXN-12287,VND-07,4422.58,2.5,10.0,110.56,442.26,3869.76
TXN-12288,VND-25,2503.8,7.5,15.0,187.78,375.57,1940.45
TXN-12289,VND-21,1600.59,7.5,10.0,120.04,160.06,1320.49
TXN-12290,VND-15,3780.65,2.5,15.0,94.52,567.1,3119.03
TXN-12291,VND-01,1139.33,7.5,15.0,85.45,170.9,882.98
TXN-12292,VND-12,1973.23,7.5,15.0,147.99,295.98,1529.26
TXN-12293,VND-07,4335.35,2.5,15.0,108.38,650.3,3576.67
TXN-12294,VND-15,3635.89,2.5,10.0,90.9,363.59,3181.4
TXN-12295,VND-21,2048.86,7.5,10.0,153.66,204.89,1690.31
TXN-12296,VND-19,1112.99,2.5,10.0,27.82,111.3,973.87
TXN-12297,VND-29,1812.04,5.0,20.0,90.6,362.41,1359.03
TXN-12298,VND-25,1456.32,5.0,20.0,72.82,291.26,1092.24
TXN-12299,VND-33,921.64,7.5,15.0,69.12,138.25,714.27
TXN-12300,VND-49,3729.5,7.5,15.0,279.71,559.42,2890.37
TXN-12301,VND-32,1297.75,2.5,15.0,32.44,194.66,1070.65
TXN-12302,VND-49,2298.13,2.5,15.0,57.45,344.72,1895.96
TXN-12303,VND-35,1960.0,7.5,15.0,147.0,294.0,1519.0
TXN-12304,VND-44,4911.28,7.5,20.0,368.35,982.26,3560.67
TXN-12305,VND-38,1985.91,5.0,15.0,99.3,297.89,1588.72
TXN-12306,VND-26,445.91,2.5,10.0,11.15,44.59,390.17
TXN-12307,VND-11,494.64,7.5,15.0,37.1,74.2,383.34
TXN-12308,VND-35,2974.23,7.5,10.0,223.07,297.42,2453.74
TXN-12309,VND-08,3016.85,2.5,10.0,75.42,301.68,2639.75
TXN-12310,VND-46,2122.86,2.5,10.0,53.07,212.29,1857.5
TXN-12311,VND-14,2187.63,7.5,10.0,164.07,218.76,1804.8
TXN-12312,VND-10,316.97,7.5,15.0,23.77,47.55,245.65
TXN-12313,VND-02,2606.91,7.5,15.0,195.52,391.04,2020.35
TXN-12314,VND-46,2548.46,2.5,15.0,63.71,382.27,2102.48
TXN-12315,VND-09,790.27,7.5,15.0,59.27,118.54,612.46
TXN-12316,VND-03,564.0,7.5,15.0,42.3,84.6,437.1
TXN-12317,VND-21,661.68,7.5,20.0,49.63,132.34,479.71
TXN-12318,VND-26,550.09,5.0,10.0,27.5,55.01,467.58
TXN-12319,VND-08,3068.06,5.0,10.0,153.4,306.81,2607.85
TXN-12320,VND-48,1022.59,2.5,20.0,25.56,204.52,792.51
TXN-12321,VND-02,1294.58,7.5,20.0,97.09,258.92,938.57
TXN-12322,VND-06,909.18,7.5,15.0,68.19,136.38,704.61
TXN-12323,VND-28,4791.28,2.5,15.0,119.78,718.69,3952.81
TXN-12324,VND-29,4280.36,2.5,10.0,107.01,428.04,3745.31
TXN-12325,VND-26,1190.95,2.5,15.0,29.77,178.64,982.54
TXN-12326,VND-25,1671.45,7.5,10.0,125.36,167.14,1378.95
TXN-12327,VND-12,1088.97,5.0,15.0,54.45,163.35,871.17
TXN-12328,VND-05,2484.79,2.5,15.0,62.12,372.72,2049.95
TXN-12329,VND-34,147.07,7.5,10.0,11.03,14.71,121.33
TXN-12330,VND-48,3373.27,2.5,20.0,84.33,674.65,2614.29
TXN-12331,VND-37,2639.63,7.5,20.0,197.97,527.93,1913.73
TXN-12332,VND-15,4498.26,2.5,15.0,112.46,674.74,3711.06
TXN-12333,VND-44,863.74,7.5,20.0,64.78,172.75,626.21
TXN-12334,VND-36,4030.34,2.5,15.0,100.76,604.55,3325.03
TXN-12335,VND-15,3970.21,5.0,20.0,198.51,794.04,2977.66
TXN-12336,VND-43,679.55,2.5,20.0,16.99,135.91,526.65
TXN-12337,VND-48,2022.87,2.5,10.0,50.57,202.29,1770.01
TXN-12338,VND-23,892.26,5.0,20.0,44.61,178.45,669.2
TXN-12339,VND-06,1310.87,2.5,15.0,32.77,196.63,1081.47
TXN-12340,VND-46,1353.07,5.0,10.0,67.65,135.31,1150.11
TXN-12341,VND-50,2803.37,7.5,20.0,210.25,560.67,2032.45
TXN-12342,VND-44,2086.48,5.0,10.0,104.32,208.65,1773.51
TXN-12343,VND-43,4741.28,5.0,20.0,237.06,948.26,3555.96
TXN-12344,VND-45,675.53,7.5,15.0,50.66,101.33,523.54
TXN-12345,VND-21,4869.78,5.0,15.0,243.49,730.47,3895.82
TXN-12346,VND-23,1191.66,5.0,10.0,59.58,119.17,1012.91
TXN-12347,VND-43,3875.73,7.5,20.0,290.68,775.15,2809.9
TXN-12348,VND-16,1727.9,2.5,20.0,43.2,345.58,1339.12
TXN-12349,VND-47,758.25,2.5,10.0,18.96,75.82,663.47
TXN-12350,VND-15,4296.55,5.0,10.0,214.83,429.66,3652.06
TXN-12351,VND-25,1578.86,2.5,15.0,39.47,236.83,1302.56
TXN-12352,VND-36,3311.33,2.5,10.0,82.78,331.13,2897.42
TXN-12353,VND-11,2853.9,5.0,20.0,142.7,570.78,2140.42
TXN-12354,VND-15,2385.19,7.5,10.0,178.89,238.52,1967.78
TXN-12355,VND-04,2504.31,2.5,15.0,62.61,375.65,2066.05
TXN-12356,VND-21,3674.58,5.0,10.0,183.73,367.46,3123.39
TXN-12357,VND-13,484.48,7.5,20.0,36.34,96.9,351.24
TXN-12358,VND-22,3357.49,2.5,10.0,83.94,335.75,2937.8
TXN-12359,VND-19,4484.27,7.5,10.0,336.32,448.43,3699.52
TXN-12360,VND-34,336.05,5.0,10.0,16.8,33.6,285.65
TXN-12361,VND-14,746.23,7.5,15.0,55.97,111.93,578.33
TXN-12362,VND-04,3597.33,7.5,15.0,269.8,539.6,2787.93
TXN-12363,VND-48,2214.54,5.0,15.0,110.73,332.18,1771.63
TXN-12364,VND-46,2047.57,2.5,15.0,51.19,307.14,1689.24
TXN-12365,VND-27,727.98,2.5,20.0,18.2,145.6,564.18
TXN-12366,VND-29,2558.51,7.5,20.0,191.89,511.7,1854.92
TXN-12367,VND-47,676.4,7.5,15.0,50.73,101.46,524.21
TXN-12368,VND-28,2409.27,7.5,15.0,180.7,361.39,1867.18
TXN-12369,VND-35,3829.9,7.5,15.0,287.24,574.48,2968.18
TXN-12370,VND-08,1328.41,2.5,10.0,33.21,132.84,1162.36
TXN-12371,VND-16,2429.89,5.0,20.0,121.49,485.98,1822.42
TXN-12372,VND-42,4960.48,5.0,10.0,248.02,496.05,4216.41
